市場,証券コード,銘柄名,業種,株価,配当利回り(%),売上高スコア,営業利益率スコア,EPSスコア,営業CFスコア,一株配当スコア,配当性向スコア,自己資本比率スコア,現金等スコア,総合スコア
東証STD,8912,(株)エリアクエスト,不動産業,173,2.31,9,-2,-3,-3,11,-5,6,9,22
東証PRM,7380,(株)十六フィナンシャルグループ,銀行業,2092,2.29,3,0,9,-8,9,10,-4,3,22
東証STD,2916,仙波糖化工業(株),食料品,707,2.12,15,-34,3,-3,11,11,10,9,22
東証STD,5218,(株)オハラ,ガラス・土石製品,1219,2.05,-3,-6,-13,3,7,11,20,3,22
東証PRM,4331,(株)テイクアンドギヴ・ニーズ,サービス業,693,5.77,6,4,-5,6,10,3,-3,0,21
東証PRM,4116,大日精化工業(株),化学,1071,4.86,3,2,3,-9,7,7,11,-3,21
東証STD,3640,(株)電算,情報・通信,2967,4.72,9,2,-2,-2,1,6,4,3,21
東証PRM,3612,(株)ワールド,繊維製品,1521,4.4,-6,8,6,12,9,1,-9,0,21
東証GRT,4447,(株)ピー・ビーシステムズ,情報・通信,468,4.27,9,0,-2,1,3,3,4,3,21
東証STD,5923,高田機工(株),金属製品,1172,4.27,9,6,-3,-22,17,-3,20,-3,21
東証STD,3420,(株)ケー・エフ・シー,金属製品,1529,3.92,3,-2,-3,-18,13,15,16,-3,21
東証PRM,9006,京浜急行電鉄(株),陸運業,1557.5,2.95,3,6,-2,-8,19,10,-10,3,21
名証,5607,中央可鍛工業(株),,639,2.5,15,-38,9,-3,11,9,15,3,21
東証GRT,7326,ＳＢＩインシュアランスグループ(株),保険業,2137,2.18,18,0,7,-1,6,0,-9,0,21
東証STD,9913,日邦産業(株),卸売業,3860,2.02,9,-34,-1,15,9,12,-4,15,21
東証STD,8700,丸八証券(株),証券業,1760,5.68,-3,28,-3,-23,1,2,21,-3,20
東証GRT,9251,(株)ＡＢ＆Ｃｏｍｐａｎｙ,サービス業,1205,4.98,15,-8,-2,6,5,-3,-8,15,20
東証PRM,5970,(株)ジーテクト,金属製品,1825,4.93,3,-38,3,3,21,13,12,3,20
東証STD,7847,(株)グラファイトデザイン,その他製品,619,4.85,3,2,3,-14,1,-3,25,3,20
東証STD,6245,(株)ヒラノテクシード,機械,1774,4.74,15,-6,-3,-28,19,7,19,-3,20
東証STD,1787,(株)ナカボーテック,建設業,5500,4.73,9,6,9,-19,13,-15,20,-3,20
東証PRM,3877,中越パルプ工業(株),パルプ・紙,1936,4.65,9,2,4,-3,13,-4,2,-3,20
東証PRM,4114,(株)日本触媒,化学,2153,4.64,3,-6,-3,-3,15,3,20,-9,20
東証PRM,8203,(株)ＭｒＭａｘＨＤ,小売業,705,4.11,15,-34,9,3,7,17,-6,9,20
東証PRM,4189,ＫＨネオケム(株),化学,2761,3.98,3,-6,-3,3,15,13,4,-9,20
東証STD,7991,マミヤ・オーピー(株),機械,1281,3.9,9,2,9,-12,11,-13,11,3,20
東証STD,5237,(株)ノザワ,ガラス・土石製品,1152,3.73,3,-10,-2,-15,7,10,18,9,20
東証PRM,6369,トーヨーカネツ(株),機械,2755,3.63,3,6,9,-23,11,3,14,-3,20
東証STD,9351,東洋埠頭(株),倉庫・運輸関連業,1996,3.51,9,-42,9,3,11,17,10,3,20
東証PRM,4064,日本カーバイド工業(株),化学,2658,3.46,-9,2,-3,3,15,3,0,9,20
東証STD,331A,(株)メディックス,サービス業,475,3.16,-9,4,9,0,9,2,-4,9,20
東証PRM,8074,(株)ＹＵＡＳＡ,卸売業,6050,3.14,15,-34,9,-3,15,19,-10,9,20
東証STD,2305,(株)スタジオアリス,サービス業,1809,2.76,-12,-4,-6,6,2,4,18,12,20
東証STD,3933,チエル(株),情報・通信,671,2.68,15,-4,3,-13,9,3,4,3,20
東証STD,6748,星和電機(株),電気機器,761,2.63,3,-2,-8,4,11,6,9,-3,20
東証STD,9903,(株)カンセキ,小売業,878,2.28,3,2,-1,-1,9,9,-10,9,20
名証,7675,セントラルフォレストグループ(株),,2838,2.26,6,-36,6,12,12,9,-7,18,20
東証PRM,3391,(株)ツルハホールディングス,小売業,2151.5,2.23,15,-46,3,9,19,7,10,3,20
東証PRM,8336,(株)武蔵野銀行,銀行業,2460,2.17,3,0,9,-17,9,17,-10,9,20
東証STD,2831,はごろもフーズ(株),食料品,3465,2.02,21,-34,-8,4,7,10,11,9,20
東証PRM,9532,大阪ガス(株),電気・ガス業,5949,2.02,-3,-6,-3,-3,13,15,10,-3,20
東証PRM,4246,ダイキョーニシカワ(株),化学,852,4.46,9,2,-2,-3,5,7,10,-9,19
東証STD,211A,(株)カドス・コーポレーション,建設業,4080,4.41,6,2,6,-6,9,0,2,0,19
東証STD,7670,オーウエル(株),卸売業,1053,4.27,9,-32,15,-10,21,10,3,3,19
東証GRT,410A,ＧＭＯコマース(株),サービス業,1162,4.15,3,4,3,0,3,0,-3,9,19
東証STD,274A,(株)ガーデン,小売業,2265,3.97,9,4,-2,0,3,0,-4,9,19
東証STD,5868,(株)ロココ,サービス業,1087,3.68,9,-2,-3,6,6,0,0,3,19
東証STD,4224,ロンシール工業(株),化学,1998,3.5,3,-6,-9,-3,5,7,19,3,19
東証PRM,4523,エーザイ(株),医薬品,4605,3.47,3,6,9,-14,9,-13,16,3,19
東証STD,8115,ムーンバット(株),卸売業,1536,3.39,-3,2,-7,-24,15,6,15,15,19
東証STD,7743,(株)シード,精密機器,543,2.76,21,-2,-8,-8,13,10,-10,3,19
東証PRM,4997,日本農薬(株),化学,986,2.74,9,2,3,-22,9,5,10,3,19
東証PRM,2935,(株)ピックルスホールディングス,食料品,1110,2.61,0,0,0,0,6,7,6,0,19
東証STD,3842,(株)ネクストジェン,情報・通信,978,2.56,9,-6,-19,-3,6,6,11,15,19
東証STD,1866,北野建設(株),建設業,1182,2.33,-9,2,3,-19,9,13,11,9,19
東証PRM,8303,(株)ＳＢＩ新生銀行,銀行業,1821.5,2.31,15,0,9,-14,7,-3,-10,15,19
東証STD,1434,ＪＥＳＣＯホールディングス(株),建設業,2392,2.01,9,2,-2,-22,19,12,-8,9,19
東証PRM,3284,(株)フージャースホールディングス,不動産業,1189,6.22,9,-2,9,-27,21,15,-10,3,18
東証PRM,5988,(株)パイオラックス,金属製品,1584,5.81,3,-6,-3,-15,11,-5,30,3,18
東証PRM,3276,(株)ＪＰＭＣ,不動産業,1291,4.96,15,-38,9,-9,15,11,6,9,18
東証PRM,6412,(株)平和,機械,1817,4.4,-3,2,-9,3,7,7,8,3,18
札証,5579,(株)ＧＳＩ,,1301,4.38,12,-6,-6,-6,3,0,12,9,18
東証STD,367A,プリモグローバルホールディングス(株),小売業,2876,4.17,6,4,4,6,0,0,-5,3,18
東証STD,2445,(株)タカミヤ,サービス業,388,4.12,9,2,3,-17,13,9,-10,9,18
東証STD,8596,(株)九州リースサービス,その他金融業,1407,4.12,15,28,9,-53,19,13,-10,-3,18
東証GRT,2385,(株)総医研ホールディングス,サービス業,255,3.92,3,-2,-1,-23,10,3,25,3,18
東証STD,6428,(株)オーイズミ,機械,326,3.68,-3,-2,-8,9,5,10,10,-3,18
東証PRM,4569,杏林製薬(株),医薬品,1558,3.66,3,-6,9,-3,11,-3,22,-15,18
東証STD,7877,永大化工(株),化学,1967,3.56,9,-34,4,-7,11,6,20,9,18
東証STD,3280,(株)エストラスト,不動産業,998,3.41,9,2,9,-23,19,9,-10,3,18
東証PRM,6331,三菱化工機(株),機械,3205,3.28,3,-2,3,-29,15,17,8,3,18
東証PRM,1861,(株)熊谷組,建設業,1556,2.89,15,-2,3,-1,17,-1,-4,-9,18
東証STD,7875,竹田ｉＰホールディングス(株),その他製品,660,2.8,-3,-42,10,9,13,6,10,15,18
東証STD,7819,粧美堂(株),その他製品,1074,2.79,3,2,3,3,13,-5,2,-3,18
東証STD,4885,室町ケミカル(株),医薬品,974,2.67,15,0,-13,0,7,10,-4,3,18
東証STD,7814,(株)日本創発グループ,その他製品,582,2.58,15,-2,4,-3,17,0,-10,-3,18
東証STD,2122,(株)インタースペース,サービス業,1271,2.36,15,-10,-3,-9,15,-3,10,3,18
東証STD,9996,(株)サトー商会,卸売業,2266,2.03,9,-30,9,-7,15,5,20,-3,18
東証STD,4671,(株)ファルコホールディングス,サービス業,2540,4.92,-15,-2,3,3,21,3,13,-9,17
東証PRM,6306,日工(株),機械,809,4.2,9,6,3,-24,15,-1,18,-9,17
東証PRM,2602,日清オイリオグループ(株),食料品,1818,3.3,3,-34,3,-2,11,23,10,3,17
東証PRM,2503,キリンホールディングス(株),食料品,2495,3.05,15,2,3,-3,19,-6,-10,-3,17
東証STD,9220,エフビー介護サービス(株),サービス業,1286,2.95,18,-2,-5,3,2,1,-6,6,17
東証STD,4936,(株)アクシージア,化学,347,2.88,21,-8,3,-6,0,-7,17,-3,17
東証STD,5915,(株)駒井ハルテック,金属製品,2583,2.71,-3,-2,-7,-6,13,3,10,9,17
東証STD,343A,(株)ＩＡＣＥトラベル,サービス業,1262,2.38,9,4,4,-4,0,0,7,-3,17
東証STD,9761,東海リース(株),サービス業,2343,5.12,3,2,3,3,3,-11,10,3,16
東証PRM,5480,日本冶金工業(株),鉄鋼,4600,4.78,-3,-2,3,-2,17,12,-6,-3,16
東証PRM,5021,コスモエネルギーホールディングス(株),石油・石炭製品,3985,4.14,9,-6,-13,3,17,7,-10,9,16
東証PRM,3139,(株)ラクト・ジャパン,卸売業,3320,3.98,15,-38,15,-23,21,13,-8,21,16
東証STD,7460,(株)ヤギ,卸売業,3810,3.86,3,-34,9,-1,17,9,10,3,16
東証PRM,8159,(株)立花エレテック,卸売業,2862,3.49,3,-38,9,-7,17,5,12,15,16
東証STD,3447,信和(株),金属製品,1002,3.39,3,-2,-3,-9,3,5,16,3,16
東証STD,4016,ＭＩＴホールディングス(株),情報・通信,911,3.29,15,-38,9,4,12,3,-7,18,16
東証PRM,8057,(株)内田洋行,卸売業,2008,3.29,21,-42,9,-13,19,25,-6,3,16
東証STD,160A,(株)アズパートナーズ,サービス業,2033,3.2,12,2,6,-13,10,0,-7,6,16
東証PRM,1934,(株)ユアテック,建設業,2541,2.83,-3,-6,-9,-2,13,11,15,-3,16
東証STD,8537,(株)大光銀行,銀行業,2527,2.77,15,0,3,-17,9,13,-10,3,16
東証PRM,8524,(株)北洋銀行,銀行業,1014,2.56,3,0,-3,-7,1,17,-10,15,16
東証PRM,8341,(株)七十七銀行,銀行業,3121,2.41,9,0,15,-33,13,13,-10,9,16
東証PRM,3099,(株)三越伊勢丹ホールディングス,小売業,2991,2.34,3,6,-13,-3,13,9,10,-9,16
東証PRM,6326,(株)クボタ,機械,2597.5,2,9,-6,3,-19,17,7,8,-3,16
東証STD,1418,インターライフホールディングス(株),建設業,569,5.27,3,6,-1,-1,13,-2,0,-3,15
東証PRM,5461,中部鋼鈑(株),鉄鋼,2250,4.62,-3,-6,-3,-8,3,11,30,-9,15
東証PRM,5851,リョービ(株),非鉄金属,2571,4.05,3,-38,-8,9,16,16,8,9,15
東証PRM,2117,ウェルネオシュガー(株),食料品,2699,4,3,-2,3,-8,9,-17,24,3,15
東証STD,3277,(株)サンセイランディック,不動産業,1337,3.81,9,-6,3,-33,21,15,3,3,15
東証PRM,8095,アステナホールディングス(株),卸売業,483,3.73,21,-34,10,-2,13,0,4,3,15
東証PRM,9438,(株)エムティーアイ,情報・通信,599,3.34,-3,-10,-7,-8,11,2,15,15,15
東証STD,7486,サンリン(株),卸売業,735,3.27,-3,-38,15,-2,9,17,20,-3,15
東証PRM,8593,三菱ＨＣキャピタル(株),その他金融業,1443,3.12,15,6,15,-50,21,21,-10,-3,15
東証STD,7425,初穂商事(株),卸売業,2640,3.03,21,-42,-3,-8,19,13,0,15,15
東証PRM,2975,スター・マイカ・ホールディングス(株),不動産業,1678,2.68,21,-6,3,-21,9,7,-1,3,15
東証PRM,4887,サワイグループホールディングス(株),医薬品,2098.5,2.62,3,2,-2,3,5,3,4,-3,15
東証STD,3489,(株)フェイスネットワーク,不動産業,773,5.17,21,-2,-3,-26,14,11,-10,9,14
東証PRM,7990,グローブライド(株),その他製品,2084,4.32,9,-10,-3,-9,21,11,-2,-3,14
東証PRM,7388,(株)ＦＰパートナー,保険業,2242,4.19,12,-2,-6,4,6,-5,5,0,14
東証STD,4728,(株)トーセ,情報・通信,641,3.9,3,2,-2,-12,7,-16,29,3,14
東証STD,6165,パンチ工業(株),機械,494,3.75,-3,-2,-13,-9,7,6,13,15,14
東証PRM,6592,マブチモーター(株),電気機器,1528,3.66,3,-2,-9,-3,9,-5,30,-9,14
東証PRM,6141,ＤＭＧ森精機(株),機械,2888.5,3.64,3,2,-2,-3,15,6,-10,3,14
東証STD,7795,(株)ＫＹＯＲＩＴＳＵ,その他製品,220,3.64,0,0,-5,-4,6,1,10,6,14
東証PRM,2664,(株)カワチ薬品,小売業,2906,3.44,15,-42,9,-3,9,13,10,3,14
東証PRM,2281,プリマハム(株),食料品,2535,3.16,21,-42,3,-3,15,13,10,-3,14
東証PRM,2734,(株)サーラコーポレーション,小売業,1052,3.14,9,-34,3,9,17,11,-4,3,14
東証STD,3011,(株)バナーズ,小売業,159,3.14,3,2,4,-3,7,6,-8,3,14
東証STD,8104,クワザワホールディングス(株),卸売業,574,3.14,15,-38,15,-7,15,15,-10,9,14
東証PRM,3106,クラボウ,繊維製品,9370,3.01,-15,2,9,-3,9,9,12,-9,14
東証STD,3267,(株)フィル・カンパニー,建設業,836,2.99,15,2,3,-22,6,-5,6,9,14
名証,7227,アスカ(株),,1817,2.97,15,-30,9,9,9,9,-10,3,14
東証STD,5660,神鋼鋼線工業(株),鉄鋼,1549,2.91,15,-34,9,3,9,9,6,-3,14
東証PRM,8020,兼松(株),卸売業,2189,2.74,15,-34,9,-8,19,20,-10,3,14
東証PRM,2120,(株)ＬＩＦＵＬＬ,サービス業,193,2.7,3,2,-14,3,3,1,19,-3,14
東証STD,5992,中央発條(株),金属製品,3825,2.35,9,-34,-9,9,11,9,16,3,14
東証STD,7434,(株)オータケ,卸売業,1848,2.16,9,-42,9,-8,11,13,19,3,14
東証PRM,2982,(株)ＡＤワークスグループ,不動産業,412,4.85,9,6,9,-28,9,5,-6,9,13
東証STD,3131,シンデン・ハイテックス(株),卸売業,2797,4.65,-3,2,3,-12,7,13,-6,9,13
東証STD,1807,(株)佐藤渡辺,建設業,1970,4.06,3,-2,-3,-8,11,5,10,-3,13
東証STD,1905,(株)テノックス,建設業,1442,3.61,9,-38,3,-8,19,5,20,3,13
東証STD,5542,新報国マテリアル(株),鉄鋼,857,2.92,-3,-10,-9,-7,11,11,17,3,13
東証PRM,4208,ＵＢＥ(株),化学,2391,4.6,-3,-6,-7,-9,19,7,8,3,12
名証,7950,日本デコラックス(株),,8800,4.2,-9,-6,-9,-3,11,1,30,-3,12
東証STD,3248,(株)アールエイジ,不動産業,859,4.19,-3,32,-3,-13,11,13,-10,-15,12
東証STD,6262,(株)ＰＥＧＡＳＵＳ,機械,842,3.56,-3,-2,-13,-9,9,13,20,-3,12
東証PRM,9119,飯野海運(株),海運業,1646,3.34,3,-10,3,3,5,21,-4,-9,12
東証PRM,4043,(株)トクヤマ,化学,3717,3.23,3,2,-2,-14,11,11,4,-3,12
東証STD,1981,(株)協和日成,建設業,1417,3.18,9,-34,3,-3,13,11,16,-3,12
東証PRM,8081,(株)カナデン,卸売業,2333,3.09,15,-42,21,-17,19,15,10,-9,12
東証PRM,8032,日本紙パルプ商事(株),卸売業,1110,3.06,3,-34,3,9,15,11,-10,15,12
東証PRM,6810,マクセル(株),電気機器,1960,2.86,-3,2,-7,-9,9,9,14,-3,12
東証STD,4625,アトミクス(株),化学,762,2.62,9,-38,-8,3,7,10,20,9,12
東証PRM,4061,デンカ(株),化学,4030,2.48,3,-6,-14,-3,11,14,10,-3,12
東証STD,9130,共栄タンカー(株),海運業,1620,2.47,3,2,3,3,7,1,-10,3,12
東証PRM,6151,日東工器(株),機械,1636,2.44,3,-10,-9,3,-3,13,30,-15,12
東証PRM,8386,(株)百十四銀行,銀行業,2433,2.4,-3,0,3,-17,11,19,-10,9,12
東証STD,9778,(株)昴,サービス業,5510,2.18,-9,-6,3,3,7,1,10,3,12
東証PRM,4301,(株)アミューズ,サービス業,1979,2.02,15,-2,-3,-18,1,5,17,-3,12
東証STD,3416,ピクスタ(株),小売業,899,5.01,6,4,-7,0,1,-8,-3,18,11
東証PRM,8881,(株)日神グループホールディングス,不動産業,698,5.01,-3,-2,-15,-24,15,15,10,15,11
東証STD,9446,(株)サカイホールディングス,情報・通信,701,4.99,3,6,9,-8,11,3,-10,-3,11
東証PRM,4433,(株)ヒト・コミュニケーションズ・ホールディングス,サービス業,881,4.26,0,-4,-11,0,12,1,7,6,11
東証STD,1724,シンクレイヤ(株),建設業,723,4.15,9,6,4,-17,14,3,1,-9,11
東証STD,9640,(株)セゾンテクノロジー,情報・通信,2320,3.88,-3,2,-8,-8,10,-10,13,15,11
東証PRM,1820,西松建設(株),建設業,5878,3.74,9,-2,3,-14,3,9,0,3,11
東証PRM,8795,(株)Ｔ＆Ｄホールディングス,保険業,3773,3.45,3,0,-2,-6,21,2,-10,3,11
東証GRT,436A,サイバーソリューションズ(株),情報・通信,1005,3.18,6,2,1,-3,0,0,-1,6,11
東証PRM,8343,(株)秋田銀行,銀行業,5620,3.11,3,0,3,-28,15,19,-10,9,11
東証PRM,2760,東京エレクトロン　デバイス(株),卸売業,3505,3.08,3,6,9,-28,7,9,-10,15,11
東証PRM,1899,(株)福田組,建設業,8530,3.05,15,-42,3,-7,11,11,11,9,11
東証STD,6964,(株)サンコー,電気機器,693,2.89,9,-42,-3,-2,11,9,20,9,11
東証STD,9791,(株)ビケンテクノ,サービス業,1320,2.73,3,2,-9,-18,11,9,10,3,11
東証PRM,2804,ブルドックソース(株),食料品,1805,2.49,21,-42,-3,3,9,-5,19,9,11
東証PRM,7350,(株)おきなわフィナンシャルグループ,銀行業,5740,2.44,9,0,9,-7,7,6,-4,-9,11
東証PRM,7596,(株)魚力,小売業,2279,2.28,9,-46,-3,9,5,-5,27,15,11
東証STD,3512,日本フエルト(株),繊維製品,915,2.19,-9,-6,-9,-3,9,5,21,3,11
東証STD,6156,(株)エーワン精密,機械,2025,4.94,-3,-2,-20,-9,13,-2,30,3,10
東証STD,8737,(株)あかつき本社,証券業,652,4.6,9,-2,4,-11,9,8,-10,3,10
東証STD,2415,ヒューマンホールディングス(株),サービス業,1607,4.51,21,-42,3,9,3,11,-10,15,10
東証STD,3353,(株)メディカル一光グループ,小売業,2827,4.24,21,-42,9,-3,17,9,-4,3,10
東証PRM,4044,セントラル硝子(株),化学,4060,4.19,-15,-6,-8,3,13,4,10,9,10
東証PRM,8151,(株)東陽テクニカ,卸売業,1798,3.89,3,-2,-3,-2,15,-23,25,-3,10
東証STD,2961,日本調理機(株),金属製品,4975,3.62,-3,4,-3,-12,-5,12,8,9,10
東証PRM,4471,三洋化成工業(株),化学,5060,3.36,-9,2,-8,-9,15,2,20,-3,10
東証PRM,7510,(株)たけびし,卸売業,2362,3.05,9,-38,9,-18,17,7,15,9,10
東証PRM,7868,(株)広済堂ホールディングス,その他製品,583,2.29,-3,40,-24,-8,6,-5,1,3,10
東証STD,3944,古林紙工(株),パルプ・紙,2348,2.13,3,-34,9,-3,7,5,8,15,10
東証STD,6578,(株)コレックホールディングス,サービス業,436,2.06,9,6,-13,-18,7,0,10,9,10
東証STD,6176,(株)ブランジスタ,サービス業,900,7.22,15,2,-7,-13,0,0,21,-9,9
東証PRM,8219,青山商事(株),小売業,794,5.71,9,2,-2,-7,9,-9,10,-3,9
東証STD,9322,川西倉庫(株),倉庫・運輸関連業,2366,5.49,15,-38,-3,-9,11,13,11,9,9
東証GRT,7699,オムニ・プラス・システム,卸売業,717,5.46,0,0,0,0,9,0,0,0,9
東証PRM,6727,(株)ワコム,電気機器,723,3.6,3,6,4,-13,7,-6,11,-3,9
東証PRM,1888,若築建設(株),建設業,3785,3.49,9,2,3,-40,21,13,-2,3,9
東証STD,3551,ダイニック(株),繊維製品,1062,3.3,9,-34,9,-2,11,13,-6,9,9
東証STD,2183,(株)リニカル,サービス業,249,3.21,3,-10,-14,-8,17,8,4,9,9
東証STD,5900,(株)ダイケン,金属製品,786,3.18,9,-38,-3,-14,11,15,26,3,9
東証PRM,8522,(株)名古屋銀行,銀行業,5910,2.88,9,0,3,-28,11,15,-10,9,9
東証STD,8927,(株)明豊エンタープライズ,不動産業,469,2.77,9,2,9,-27,7,0,-6,15,9
東証PRM,6480,日本トムソン(株),機械,1061,2.64,3,-2,-13,-7,7,-3,15,9,9
東証PRM,5832,(株)ちゅうぎんフィナンシャルグループ,銀行業,3016,2.62,6,0,6,-5,6,5,-3,-6,9
東証PRM,2432,(株)ディー・エヌ・エー,情報・通信,2599.5,2.54,3,-2,-13,-14,5,6,21,3,9
東証STD,6317,(株)北川鉄工所,機械,1556,5.46,9,-38,-7,3,13,9,10,9,8
東証STD,4845,(株)スカラ,情報・通信,350,4.86,3,2,-12,3,15,4,2,-9,8
東証STD,9193,東京汽船(株),倉庫・運輸関連業,1032,4.84,-3,-38,4,-3,7,12,20,9,8
東証STD,2428,ウェルネット(株),サービス業,653,4.52,3,2,3,-13,11,-7,-6,15,8
東証STD,5079,(株)ノバック,建設業,2684,4.47,0,-2,-6,-7,4,-1,14,6,8
東証PRM,5902,ホッカンホールディングス(株),金属製品,2183,4.26,3,-34,-7,3,15,13,-6,21,8
東証PRM,2918,わらべや日洋ホールディングス(株),食料品,2829,4.24,9,-38,-3,-3,11,13,10,9,8
東証STD,3374,内外テック(株),卸売業,2475,4.04,-3,-2,3,-13,7,13,-6,9,8
東証PRM,2733,(株)あらた,卸売業,2784,4.02,21,-42,9,-3,21,9,-10,3,8
東証STD,9896,ＪＫホールディングス(株),卸売業,1367,4.02,15,-46,-3,9,15,13,-10,15,8
東証STD,8917,ファースト住建(株),不動産業,1123,3.83,3,-10,-15,-17,9,15,20,3,8
東証STD,2304,(株)ＣＳＳホールディングス,サービス業,944,3.71,9,-38,4,4,9,9,8,3,8
東証PRM,7244,市光工業(株),電気機器,524,3.44,-9,-2,-3,-3,11,8,3,3,8
東証PRM,3382,(株)セブン＆アイ・ホールディングス,小売業,1920,3.13,3,-38,3,3,17,11,0,9,8
,4250,(株)フロンティア,,610,2.95,15,4,3,-9,3,0,-5,-3,8
東証PRM,8541,(株)愛媛銀行,銀行業,1818,2.53,15,0,-3,-5,5,9,-10,-3,8
東証STD,4977,新田ゼラチン(株),化学,1215,2.47,-3,2,-12,-8,9,13,4,3,8
東証STD,505A,(株)ギークリー,サービス業,1260,2.38,3,-2,-3,-3,0,0,7,6,8
東証PRM,8999,グランディハウス(株),不動産業,537,5.96,9,-10,3,-22,17,3,-2,9,7
東証STD,7060,ギークス(株),サービス業,566,5.3,21,4,-13,-10,3,-5,4,3,7
東証STD,6915,千代田インテグレ(株),電気機器,3060,5.23,-3,-6,-3,3,1,-11,23,3,7
東証STD,7791,ドリームベッド(株),その他製品,791,4.3,-3,-4,3,-6,9,7,-2,3,7
東証PRM,6209,リケンＮＰＲ(株),機械,3875,4.26,3,2,-3,-3,3,-2,4,3,7
東証STD,6730,(株)アクセル,電気機器,1166,4.2,3,2,-8,-17,1,-1,30,-3,7
東証PRM,9332,ＮＩＳＳＯホールディングス(株),サービス業,600,4.17,3,2,3,-3,3,0,2,-3,7
東証PRM,4538,扶桑薬品工業(株),医薬品,2223,4.05,15,6,-8,-14,7,-12,10,3,7
東証PRM,4927,(株)ポーラ・オルビスホールディングス,化学,1305,3.98,-3,-2,-3,-3,9,-21,27,3,7
東証PRM,6481,ＴＨＫ(株),機械,5801,3.17,-3,-2,-19,3,3,9,13,3,7
東証STD,208A,(株)構造計画研究所ホールディングス,情報・通信,2946,3.05,0,0,0,0,0,3,1,3,7
東証STD,8928,穴吹興産(株),不動産業,2550,2.67,9,2,3,-22,13,9,-10,3,7
東証STD,9325,ファイズホールディングス(株),倉庫・運輸関連業,1171,2.56,21,-42,15,-2,0,12,0,3,7
東証PRM,471A,ＮＳグループ(株),その他金融業,1720,4.42,3,2,4,-3,0,0,0,0,6
東証GRT,414A,(株)オーバーラップホールディングス,情報・通信,1004,4.38,6,4,4,-6,-3,0,-2,3,6
東証STD,5845,全保連(株),その他金融業,977,4.09,12,6,-6,-8,3,-2,-5,6,6
東証STD,1768,(株)ソネック,建設業,1344,3.72,3,-2,3,-28,13,11,15,-9,6
東証STD,3024,クリエイト(株),卸売業,1134,3.53,15,-38,3,3,11,13,-10,9,6
東証STD,7297,(株)カーメイト,輸送用機器,877,3.42,-9,2,-13,-8,9,-1,17,9,6
東証STD,3157,ジオリーブグループ(株),卸売業,1511,3.31,15,-38,9,-1,11,5,-10,15,6
東証PRM,6742,(株)京三製作所,電気機器,704,3.27,-3,-2,-3,-23,17,13,4,3,6
東証PRM,7520,(株)エコス,小売業,2248,3.11,9,-38,3,-9,21,7,-2,15,6
東証PRM,8167,(株)リテールパートナーズ,小売業,1295,3.09,9,-46,-3,3,15,13,18,-3,6
東証PRM,8601,(株)大和証券グループ本社,証券業,1466.5,3,9,28,-3,-23,-3,11,-10,-3,6
東証STD,7808,(株)シー・エス・ランバー,その他製品,3000,2.67,-3,-2,-9,-3,9,9,-4,9,6
